Year_Month,Province,Standardized_NO2,Standardized_PM25,Standardized_PM10
2018-02,Gelderland,1.2195989068230588,1.9168635139782735,0.4745859723003143
2018-02,Groningen,0.8458860451363831,1.8106647161712004,1.37622719260173
2018-02,Limburg,0.9276412585719543,2.071751479183604,0.07415742888392164
2018-02,Noord-Brabant,1.1557698729328598,2.045477487205554,
2018-02,Noord-Holland,1.4186606578560732,2.1269350505099025,
2018-02,Overijssel,0.06311730803102407,1.9241970853212291,
2018-02,Utrecht,1.138035423799966,1.9121165657049801,-0.712272232982714
2018-02,Zeeland,0.5204155836132305,,-0.5540293639847602
2018-02,Zuid-Holland,1.5910454037897537,2.049219804040912,-0.11900286976180091
2018-03,Drenthe,-0.6512222442848346,,-1.4999609844399298
2018-03,Flevoland,-0.1725594858753494,,0.35294163682692437
2018-03,Friesland,-0.7364765313860469,1.8128498984199217,-0.9255535737852967
2018-03,Gelderland,0.7699392407970689,1.6666357713523339,
2018-03,Groningen,0.39573594199910544,1.7889035821318129,
2018-03,Limburg,0.46869981940186856,1.4423110715081522,
2018-03,Noord-Brabant,0.9147914724638184,1.7062527310880782,0.0030075543378444355
2018-03,Noord-Holland,1.4090080954816249,2.108299691818519,0.22737600122657872
2018-03,Overijssel,-0.442145736140196,1.3587159554806378,-0.36761093070594353
2018-03,Utrecht,0.9735267838502477,1.6722729651504291,-0.17342911377463105
2018-03,Zeeland,0.3547429145452315,,0.10166705121299333
2018-03,Zuid-Holland,1.6197770461596603,2.009316097555329,0.29969766366806017
2018-04,Drenthe,-0.5110624768498543,,
2018-04,Flevoland,-0.26956013863346207,,
2018-04,Friesland,-1.0412970300629993,1.5911155716973808,
2018-04,Gelderland,0.7679155522075254,1.657577391109613,-0.03317304536062573
2018-04,Groningen,0.22372484556999794,1.615991406572247,0.9091606240633432
2018-04,Limburg,0.37305880890480764,1.2325024184709736,-0.564454775803686
2018-04,Noord-Brabant,0.7226552416556996,1.805101893825229,-0.0032642398995011077
2018-04,Noord-Holland,1.3395947086228364,2.1923761110261575,0.13633839962171634
2018-04,Overijssel,-0.8101523369222359,1.4044598051760686,-0.7302214907557741
2018-04,Utrecht,0.8952410463604469,1.7949555236500045,-0.4857881411199877
2018-04,Zeeland,0.3124204041420851,,-0.3892778353766781
2018-04,Zuid-Holland,1.4632102671415632,2.050170586109733,0.14982275076453758
2018-05,Drenthe,-0.7775988529491289,,-0.9999955079816556
2018-05,Flevoland,-0.569782002228759,,1.0005628297136862
2018-05,Friesland,-1.3051804523876378,0.5488599558168662,-0.8555112725118542
2018-05,Gelderland,0.5707889391809966,0.9650686114848643,0.5409382653422704
2018-05,Groningen,-0.011583485510617048,0.6954982758375431,1.0000876708774058
2018-05,Limburg,0.1570803424301032,1.067479622022294,-0.24175578368164072
2018-05,Noord-Brabant,0.45785611224904943,1.4437428729086004,0.23886490164088137
2018-05,Noord-Holland,0.9431896054256624,1.7135872199069082,0.4360890949431063
2018-05,Overijssel,-1.0920579292643737,0.3599491687030793,-0.1215080737141426
2018-05,Utrecht,0.27924697478101074,1.1044521749019653,
2018-05,Zeeland,0.3312436730115497,,
2018-05,Zuid-Holland,0.9304149398776165,1.7438358844411754,
2018-06,Drenthe,-1.4199164738475587,,-1.236025268295211
2018-06,Flevoland,-1.013821887982163,,0.3580095505515208
2018-06,Friesland,-1.6961087117835796,-0.8980175301069335,-0.9809503687180121
2018-06,Gelderland,0.19948380369703372,0.42551356152873804,0.5458651393213544
2018-06,Groningen,-0.4720815963437039,-0.3016604694832108,0.5566081592361288
2018-06,Limburg,-0.19254995577264145,0.4519760524717496,0.18984250856773194
2018-06,Noord-Brabant,0.02371918494327092,0.6007908069967669,
2018-06,Noord-Holland,0.3236924182152485,0.3675726525492675,
2018-06,Overijssel,-1.49870834160119,0.14352881087989783,
2018-06,Utrecht,-0.1909676860110713,0.09250161327791702,0.025276679719022768
2018-06,Zeeland,-0.541221342898512,,-0.5838625104438877
2018-06,Zuid-Holland,0.33626872763035587,0.33499417717973834,0.7153445708282378
2018-07,Drenthe,-1.1482022675766406,,-2.125830325832564
2018-07,Flevoland,-0.7620570375070689,,-1.0418103215435774
2018-07,Friesland,-1.9011868105638168,-1.974870513069133,-2.010163809794591
2018-07,Gelderland,0.3488663752195448,-0.44689936480903825,
2018-07,Groningen,-0.4485047944601483,-1.4842259451530757,
2018-07,Limburg,0.06182053166671342,-0.04796351947211161,
2018-07,Noord-Brabant,0.27323053598361574,-0.3731065384460285,0.39960382835835484
2018-07,Noord-Holland,0.5779486041210639,-0.4434757895065011,0.38745203653151383
2018-07,Overijssel,-1.3454269976277116,-0.8887252714677375,0.12087572674228518
2018-07,Utrecht,-0.04400235294389276,-0.8478007598491896,0.16686588874504998
2018-07,Zeeland,-0.1742113018131468,,-0.4580441184928519
2018-07,Zuid-Holland,0.46741874753640855,-0.5598107749158374,0.6959006600077946
2018-08,Drenthe,-0.7366939623115222,,
2018-08,Flevoland,-0.7431803614871433,,
2018-08,Friesland,-1.3110364090607123,-1.837086331263431,
2018-08,Gelderland,0.4721463482979378,-0.378687453943673,-0.13447454920181406
2018-08,Groningen,-0.20293740732416715,-1.3534840913457182,-0.29429663918882154
2018-08,Limburg,0.17533584528435392,-0.3109881968218995,-0.8638234314973132
2018-08,Noord-Brabant,0.35561059271583256,-0.4539750331704981,-0.33143623885548046
2018-08,Noord-Holland,0.7805165138935275,-0.6434953251782756,-0.06115201969410175
2018-08,Overijssel,-0.741848720267445,-1.0364048588211927,-1.0794729107136427
2018-08,Utrecht,0.4319154658052684,-0.6616754068092853,-0.47376585494933016
2018-08,Zeeland,-0.42062548270433314,,-0.9887457692082962
2018-08,Zuid-Holland,0.7802393925888577,-0.5507256471339032,0.11630801587325736
2018-09,Drenthe,-0.8157505369215039,,-0.8013784656492605
2018-09,Flevoland,-0.49923710349252,,-0.118929074677651
2018-09,Friesland,-1.1986845354506626,-1.6544615146995645,-0.7475115028218882
2018-09,Gelderland,0.8370915417004609,-0.06433473220243412,0.3411703410102726
2018-09,Groningen,0.23219307563493696,-1.1297179289068189,1.30655981748385
2018-09,Limburg,0.5289505678258668,0.07245756244542166,-0.5528359237709073
2018-09,Noord-Brabant,0.6336187199837228,-0.17167615313576895,0.27490318352759735
2018-09,Noord-Holland,1.0901604347997667,-0.37828174934955877,0.49415493147627887
2018-09,Overijssel,-0.537954265009207,-0.9900544236500246,-0.2734153029280731
2018-09,Utrecht,0.8032978863142076,-0.2970257653105403,
2018-09,Zeeland,-0.29425005016253997,,
2018-09,Zuid-Holland,1.109544607380391,-0.2745716228408112,
2018-10,Drenthe,-0.5515248097833128,,0.9256849860592992
2018-10,Flevoland,-0.1280874173552728,,2.5227583576800714
2018-10,Friesland,-0.7750169182142367,-0.3264033084045075,1.1020372280843762
2018-10,Gelderland,1.0537291720796784,0.4078075272565085,2.291794013720307
2018-10,Groningen,0.518999269951372,-0.17409980984278497,2.856362735147835
2018-10,Limburg,0.7481182384861692,0.6550873553647136,1.5538759544597092
2018-10,Noord-Brabant,0.9351312005301502,0.2630884168802352,
2018-10,Noord-Holland,1.3932209127888957,0.31069412880619846,
2018-10,Overijssel,-0.2598884129878288,-0.2134516542617674,
2018-10,Utrecht,1.1010514073636513,0.1028464231940353,0.04052403152362506
2018-10,Zeeland,0.1513363850811215,,-0.6306425382644747
2018-10,Zuid-Holland,1.5159364128338033,0.43249171978228623,0.5987739001761043
2018-11,Drenthe,0.03214631612210087,,0.14937049683117617
2018-11,Flevoland,0.39858929935755394,,1.5597075770823279
2018-11,Friesland,0.055253445547543405,1.1396998876958244,1.4077407717118826
2018-11,Gelderland,1.0483686832992258,1.5336205115547148,
2018-11,Groningen,0.81260034465155,1.2722966436047445,
2018-11,Limburg,0.8695770095335204,1.199602792914463,
2018-11,Noord-Brabant,1.0620197080015747,1.4827788734037117,1.6466756363283352
2018-11,Noord-Holland,1.4926629942572138,1.7536804622297477,1.873808194419777
2018-11,Overijssel,0.32004277327105446,0.7075784061235509,1.6967769591825113
2018-11,Utrecht,1.1281625237671697,1.5073807090024989,1.541972484641872
2018-11,Zeeland,0.733731528183815,,0.8701969025013007
2018-11,Zuid-Holland,1.4995792420323473,1.7902091509360523,1.7618964771988472
2018-12,Drenthe,-0.2910488663151206,,
2018-12,Flevoland,0.21775156927465084,,
2018-12,Friesland,-0.3497956992943721,-0.3857122923953722,
2018-12,Gelderland,0.8455918215709033,0.8248845822583896,1.8125181144065832
2018-12,Groningen,0.5535857402853867,0.07550337778896192,2.836293103089213
2018-12,Limburg,0.5143868757609668,0.513649054835475,0.7465072973628443
2018-12,Noord-Brabant,0.8751106473827377,0.7709033155287313,1.3385884380992357
2018-12,Noord-Holland,1.3444778880020725,0.6640955268041746,2.1141154427655926
2018-12,Overijssel,-0.028922241156485808,0.2579088655759955,1.3532892267789507
2018-12,Utrecht,1.0372894152152368,0.5682020318604482,1.5189501405329509
2018-12,Zeeland,0.134637301768529,,0.7058783838139399
2018-12,Zuid-Holland,1.4071115567181047,0.8781224103959481,1.7504502355394318
2019-01,Drenthe,-0.3610589899307115,,0.9243873997245663
2019-01,Flevoland,0.04934364046790612,,1.6344697698914548
2019-01,Friesland,-0.5286883331320128,0.6465456146341427,1.7687699947751943
2019-01,Gelderland,1.0052102563545087,1.499647027753919,2.285403275228609
2019-01,Groningen,0.6149301537128032,0.8570201267256763,2.709320301410268
2019-01,Limburg,0.7487162095911376,1.5199554173161967,1.503790793486392
2019-01,Noord-Brabant,1.0368245551451805,1.1838899052309724,1.8633156727976166
2019-01,Noord-Holland,1.2935353152359672,1.0774065534879047,2.2505599660290416
2019-01,Overijssel,-0.09448327801204602,1.0725637439740188,1.5216236637000546
2019-01,Utrecht,1.1292533626937806,1.1597604198021771,
2019-01,Zeeland,0.21088374556321535,,
2019-01,Zuid-Holland,1.4844244793220607,1.236839506148984,
2019-02,Drenthe,0.37226991361178446,,0.4025156773464747
2019-02,Flevoland,0.8009254121889019,,1.18694569665617
2019-02,Friesland,0.45393890617053606,2.024796352540551,1.0944425264660103
2019-02,Gelderland,1.5594326744099778,1.932932480881198,1.5468209353374793
2019-02,Groningen,1.284757693035748,1.935840936200482,1.295947523646698
2019-02,Limburg,1.1604599247862053,1.455310713963947,1.5731255020466794
2019-02,Noord-Brabant,1.5734678592345077,1.944546950044172,
2019-02,Noord-Holland,2.057635446158522,2.2617619235877227,
2019-02,Overijssel,0.6101401723070873,1.6462450782395663,
2019-02,Utrecht,1.7433999153965376,2.0006693830241415,2.156215830289904
2019-02,Zeeland,0.9613776719495927,,1.5304675641119965
2019-02,Zuid-Holland,2.1416583039889177,2.2036150070467375,2.106343032683278
2019-03,Drenthe,-1.2573276445227932,,-0.45742735308402416
2019-03,Flevoland,-0.7025657210492467,,-0.056259473176310686
2019-03,Friesland,-1.3605662650321992,-0.2528468677133636,-0.3323770993381973
2019-03,Gelderland,0.44345464877884916,0.8006776155631573,
2019-03,Groningen,-0.11824567090920908,-0.3817775725934628,
2019-03,Limburg,0.07105606012124822,0.6332725423818127,
2019-03,Noord-Brabant,0.410891141773651,0.6743763103242815,1.6502204524940158
2019-03,Noord-Holland,0.8662730465498464,1.017854933752738,1.9739850274052941
2019-03,Overijssel,-1.0096279452567416,0.014117192367082898,0.9648360635159416
2019-03,Utrecht,0.4651682555585243,0.7917326385936813,1.7019750932027646
2019-03,Zeeland,-0.33776257379882396,,2.666173266754795
2019-03,Zuid-Holland,1.1596594438523269,1.1460788800495796,2.007349933648079
2019-04,Drenthe,-0.7571904815360142,,
2019-04,Flevoland,-0.9642842129728647,,
2019-04,Friesland,-1.2541223256981533,1.0471768432219386,
2019-04,Gelderland,0.41994361926812573,1.2869143434441608,0.9139434405186448
2019-04,Groningen,0.04029252547435807,1.040955219144254,0.5721169128512134
2019-04,Limburg,0.19122717403879952,1.6359501633729823,1.2625600585660732
2019-04,Noord-Brabant,0.5253416259346751,1.6446775182726288,0.6816533103544417
2019-04,Noord-Holland,0.7497511119022333,1.7350616991213046,0.7175680162407045
2019-04,Overijssel,-0.9940401150074749,0.970782499444281,0.1557248494792982
2019-04,Utrecht,0.025937242472094182,1.2731386684137005,0.28287493867793784
2019-04,Zeeland,0.37077753802121405,,1.3585231488644107
2019-04,Zuid-Holland,0.8924779591441981,1.7755944858192938,0.663593140259751
2019-05,Drenthe,-0.9706167895118581,,-1.0539699239677216
2019-05,Flevoland,-1.1133283901018214,,-0.7411383807845333
2019-05,Friesland,-1.6334431704311374,-0.768299727377633,-0.8064559338070453
2019-05,Gelderland,0.3608802832848086,0.15988046951745308,0.5659517419987932
2019-05,Groningen,-0.03208302942093133,-0.9318380855218236,-0.45107272654082314
2019-05,Limburg,-0.10293914297731362,0.5149064245042612,1.2768294564298288
2019-05,Noord-Brabant,0.1478553325536132,0.34565918704650683,0.4585356245087844
2019-05,Noord-Holland,0.4383064386705886,0.05712999696198049,0.40350370960545107
2019-05,Overijssel,-1.2490085430906988,-0.5957527654183723,-0.8787573758671904
2019-05,Utrecht,0.10462543887613673,-0.038747798493466885,
2019-05,Zeeland,-0.5326977723038382,,
2019-05,Zuid-Holland,0.5938674950586251,0.1282818515304789,
2019-06,Drenthe,-0.9853735109410666,,-1.2745371435081232
2019-06,Flevoland,-1.275655699291409,,-0.6328945556677701
2019-06,Friesland,-1.4963533974403356,-1.1549450625768816,-0.7859981057867135
2019-06,Gelderland,0.15384217390684368,0.04013056081603423,0.12400253714732869
2019-06,Groningen,0.19136866531415156,-0.9301742556651975,-0.7791570418727831
2019-06,Limburg,-0.3635562386586312,-0.07758117242095318,0.45426845340576955
2019-06,Noord-Brabant,0.004131738501185162,-0.00743131132403577,
2019-06,Noord-Holland,0.5813012847849501,0.10103169805956391,
2019-06,Overijssel,-1.1316611929985976,-0.37658562167098686,
2019-06,Utrecht,0.0007065903781741181,-0.4079336673632487,-0.229037036064323
2019-06,Zeeland,-0.39278758734183544,,-0.027221187583683967
2019-06,Zuid-Holland,0.7021684435136769,-0.0772778732475876,0.11001909869610937
2019-07,Drenthe,-1.3592960013410973,,-1.1248069173960582
2019-07,Flevoland,-1.1421057136517578,,-0.10966446222385248
2019-07,Friesland,-1.6784153651289748,-1.4762231725471613,-0.8677877553597755
2019-07,Gelderland,0.1975882413975936,-0.27211301095109963,
2019-07,Groningen,-0.4832770776402591,-1.3907765868861475,
2019-07,Limburg,-0.1278201647025439,-0.1949336364533964,
2019-07,Noord-Brabant,-0.006347134847071625,-0.33398064785700393,-0.4077630273840334
2019-07,Noord-Holland,0.4673550143833775,-0.04205326883665838,-0.31177578358954466
2019-07,Overijssel,-1.117332401558508,-0.9034716289250161,-1.0623118083209062
2019-07,Utrecht,-0.02399227677629056,-0.7362113432548716,-0.6174853607708736
2019-07,Zeeland,-0.7796470201052059,,-0.9507229097749219
2019-07,Zuid-Holland,0.5929566054439755,-0.27635885268442806,-0.5190366711749537
2019-08,Drenthe,-0.9644388096581059,,
2019-08,Flevoland,-1.0325313462371524,,
2019-08,Friesland,-1.256111566595827,-0.6383529716797195,
2019-08,Gelderland,0.44107346336051967,0.1278010709818576,0.40393020184103684
2019-08,Groningen,-0.13213698294358395,-0.34513976616699527,0.27192149115024855
2019-08,Limburg,-0.14590731115780373,-0.10369589527466282,0.5438326356116426
2019-08,Noord-Brabant,0.22445647116416187,0.13250037093757977,0.1938684165535061
2019-08,Noord-Holland,0.7023817716950944,0.4621874921467074,0.17461624614362242
2019-08,Overijssel,-0.8242394811950053,-0.48690892014617393,-1.000626964665045
2019-08,Utrecht,0.23283491750998658,-0.14872443973614227,-0.1370067431134024
2019-08,Zeeland,-0.5930670389516555,,-0.5520229294216458
2019-08,Zuid-Holland,0.7009607966573648,0.22872907131611622,0.095719894299414
2019-09,Drenthe,-1.221354724317829,,-0.39007659706579123
2019-09,Flevoland,-0.9395592332274727,,0.6197989707522364
2019-09,Friesland,-1.4432210025696448,-2.194652007517004,-0.002491468905539233
2019-09,Gelderland,0.4250780157948164,-1.0808153706218506,0.8278247572144981
2019-09,Groningen,0.023629578873059727,-1.775096701939161,1.8285991000744473
2019-09,Limburg,-0.11784888248542735,-1.134246327230071,0.936626544173625
2019-09,Noord-Brabant,0.2325328174004278,-1.1895464977399317,0.49281676592749174
2019-09,Noord-Holland,0.7224763436119286,-0.9961884381005065,0.5302851784469003
2019-09,Overijssel,-1.0757112541377007,-1.799814000661458,-0.17427381264061736
2019-09,Utrecht,0.3570222058131993,-1.3607427620059278,
2019-09,Zeeland,-0.7768538000480393,,
2019-09,Zuid-Holland,0.7711589576717676,-0.9294222468827329,
2019-10,Drenthe,-1.0132553498946,,0.21686754863092447
2019-10,Flevoland,-0.6554752360012458,,0.6266443392826029
2019-10,Friesland,-1.0964768017441946,-1.3872236945980034,0.4806780269235366
2019-10,Gelderland,0.3039599879907352,-0.7372875476416959,0.8526708178994163
2019-10,Groningen,0.22944043418070095,-1.3163436728140405,2.0084103929703168
2019-10,Limburg,-0.028797525698891133,-0.8736681016549159,0.5129279731376954
2019-10,Noord-Brabant,0.4685360088851638,-0.6327869501588492,
2019-10,Noord-Holland,0.9341050675457345,-0.34662011110985314,
2019-10,Overijssel,-0.9140683726784372,-1.450942913074766,
2019-10,Utrecht,0.5031635238459137,-0.8063519372721305,0.4295372440066786
2019-10,Zeeland,-0.28845168040069613,,-0.1964574809391379
2019-10,Zuid-Holland,1.0418022956193203,-0.4297123827027806,0.7767883926027559
2019-11,Drenthe,-0.1996431394069753,,-0.9902027812772798
2019-11,Flevoland,0.11026451578228741,,-0.1990389909834905
2019-11,Friesland,-0.3399280819498384,0.10391037115373386,-0.7863098905615505
2019-11,Gelderland,0.975436065938844,0.4850195547332001,
2019-11,Groningen,0.7097316771766563,0.42290676306685415,
2019-11,Limburg,0.5635663937010154,0.2985826723657701,
2019-11,Noord-Brabant,0.9806921407701217,0.5668595034647261,0.8624918149090635
2019-11,Noord-Holland,1.4981467147582153,0.7395237121209817,1.1160010474313675
2019-11,Overijssel,-0.07734819569609605,0.1931324775557514,0.6174441476565912
2019-11,Utrecht,1.1042733626779553,0.43474332170257457,0.8938710798379198
2019-11,Zeeland,0.27631359906954367,,1.005668474206705
2019-11,Zuid-Holland,1.5924420910274746,0.5664684579006071,1.2146817183918983
2019-12,Drenthe,-0.16060083148284948,,
2019-12,Flevoland,0.31219441465668485,,
2019-12,Friesland,-0.251030591373444,-0.3535947161103908,
2019-12,Gelderland,0.883320176049352,0.5686575509006644,0.28675823174282644
2019-12,Groningen,0.7910339350063011,0.08922557135492938,1.1816322910410937
2019-12,Limburg,0.4477407214329999,0.3662239141022366,-0.3333197141914099
2019-12,Noord-Brabant,0.8775545638133901,0.7285723876179395,0.38619810653243564
2019-12,Noord-Holland,1.375776784422219,0.7611150775264836,0.40553577194692547
2019-12,Overijssel,-0.0023744575439010175,0.10348092772671907,-0.5226544344027876
2019-12,Utrecht,1.0722653595001808,0.631691113716005,0.21679278571786662
2019-12,Zeeland,0.3111484262310962,,0.35635575115123147
2019-12,Zuid-Holland,1.4548689096975391,0.9062714254529541,0.6659566828603769
2020-01,Drenthe,-0.22342917945262142,,0.4180579295496773
2020-01,Flevoland,0.2006777500535426,,0.464814248377976
2020-01,Friesland,-0.40134273300779305,0.08475252933709852,0.46336002708039165
2020-01,Gelderland,0.7480116822859273,0.9409525904596587,1.1829860407489472
2020-01,Groningen,0.5711844933529077,0.03302903122967893,2.315987552488039
2020-01,Limburg,0.4770469538730033,0.9230328200039171,0.8029892118909772
2020-01,Noord-Brabant,0.845132249353971,0.7913806277417158,1.0381001413464137
2020-01,Noord-Holland,1.3153604933436864,1.091557826938328,0.9432975751388923
2020-01,Overijssel,-0.04503018839036448,0.6436677867950072,0.5768079996770499
2020-01,Utrecht,0.9907265994145387,1.0520079721143119,
2020-01,Zeeland,0.10627104416582513,,
2020-01,Zuid-Holland,1.3740799092929326,1.3661895874531598,
2020-02,Drenthe,-1.3493906597372092,,1.2143413693326521
2020-02,Flevoland,-0.8686834759534278,,1.6703153223412803
2020-02,Friesland,-1.5961934407997425,-1.0469914385392969,1.9947867711325324
2020-02,Gelderland,0.18275832171015557,-0.6205940001406707,2.088477198147623
2020-02,Groningen,-0.20263164316564325,-1.7478409591436033,3.161605754685483
2020-02,Limburg,-0.2119121422440237,-0.5035616285526107,1.1204045932247666
2020-02,Noord-Brabant,0.042291373271373216,-0.62819754873638,
2020-02,Noord-Holland,0.4524557621616471,-0.07205212099271022,
2020-02,Overijssel,-1.0794106459205437,-1.051228552999233,
2020-02,Utrecht,0.25265655020281824,-0.49326914785438897,0.8335262928501934
2020-02,Zeeland,-1.042153232927386,,0.5194340850369581
2020-02,Zuid-Holland,0.7842858190916634,-0.2369919360161189,1.3019054752005905
2020-03,Drenthe,-1.3798701580749744,,-0.40466722185918963
2020-03,Flevoland,-1.1924928979192844,,0.5609332037103821
2020-03,Friesland,-1.4808447465739836,-0.7039018751069619,0.18664900876475224
2020-03,Gelderland,0.09416366116141538,0.1608855077731536,
2020-03,Groningen,-0.25248733019196395,-0.7097654594896781,
2020-03,Limburg,-0.21487461830046825,0.5583978076266902,
2020-03,Noord-Brabant,0.07521041557907705,0.27746375303577026,1.9480412197292465
2020-03,Noord-Holland,0.38634391882474123,0.16562951255071515,2.4116591476223763
2020-03,Overijssel,-1.2365615160951962,-0.23194714123521337,1.7743983008531372
2020-03,Utrecht,0.02584753000712102,0.13947113649968595,1.778774249996324
2020-03,Zeeland,-0.6966371828959326,,2.015755526098655
2020-03,Zuid-Holland,0.6388311658883715,0.1548350192312693,2.397565957178084
2020-04,Drenthe,-1.1193406231983503,,
2020-04,Flevoland,-1.0301377762697612,,
2020-04,Friesland,-1.5515925020703503,-0.7528459799941072,
2020-04,Gelderland,0.1331469196424423,0.6041963857537979,0.6718238086766263
2020-04,Groningen,-0.6333191342631794,-0.7990789945852121,1.452397091323908
2020-04,Limburg,-0.05837698094945214,1.2522176140756547,0.23303870447582925
2020-04,Noord-Brabant,0.2152411271228864,0.968638162962058,0.6493512905743827
2020-04,Noord-Holland,0.3546098202053609,0.5016591553721816,1.2069526195112397
2020-04,Overijssel,-1.5003911747816934,-0.10798738904382976,0.3182601229099968
2020-04,Utrecht,-0.2215647159362614,0.3823814049402867,0.6584512124837126
2020-04,Zeeland,0.2338886439346601,,1.168035207994084
2020-04,Zuid-Holland,0.6588030486653942,0.7179657378092721,1.5135445495330226
2020-05,Drenthe,-0.8861331797739698,,1.6006549180088323
2020-05,Flevoland,-0.9219978117766312,,1.3262800613466832
2020-05,Friesland,-1.529078685622999,-1.2468037209816012,1.1109632655866573
2020-05,Gelderland,0.0013649129184015838,-0.010105135735729975,1.4555903188239299
2020-05,Groningen,-0.8085098836653632,-1.1994024957706415,2.237863547020557
2020-05,Limburg,-0.3889278358219947,0.15754444474670895,1.741678118866314
2020-05,Noord-Brabant,-0.08190393705759448,-0.13151118841276607,1.7954265981601625
2020-05,Noord-Holland,0.00912422883556901,-0.12722307505281163,1.5374606469444008
2020-05,Overijssel,-1.677675609494518,-1.0947424335648124,1.25488071961067
2020-05,Utrecht,-0.474767208519923,-0.23103877158805272,
2020-05,Zeeland,-0.39515128198566823,,
2020-05,Zuid-Holland,0.3085253963379366,-0.10843919346195362,
2020-06,Drenthe,-1.156494842446511,,-0.39240835663081874
2020-06,Flevoland,-1.5716971451123107,,-0.3200969203178757
2020-06,Friesland,-1.6497063516226569,-1.2215082891455593,-0.6768087388767663
2020-06,Gelderland,-0.07299591904738507,-0.2786730817107282,0.009621822121461687
2020-06,Groningen,-0.525152954809198,-1.2980620546272779,0.3797961359602361
2020-06,Limburg,-0.5166087918734936,-0.29399936413975436,-0.057582041947021545
2020-06,Noord-Brabant,-0.183047433704898,-0.4068316863563988,
2020-06,Noord-Holland,0.12528844428613434,-0.2531084693117733,
2020-06,Overijssel,-1.430859473695313,-0.9576259944636879,
2020-06,Utrecht,-0.33701119872374796,-0.5988917261477924,0.9462702675742877
2020-06,Zeeland,-0.6702930628930298,,2.5715145114356917
2020-06,Zuid-Holland,0.37717324945591885,-0.5666571603328111,1.788449193712632
2020-07,Drenthe,-1.9000768819598974,,0.1431383194062921
2020-07,Flevoland,-1.59022501082248,,0.030020168153701923
2020-07,Friesland,-2.0016201316780124,-2.386453238610431,-0.6192154307817969
2020-07,Gelderland,-0.15056662494686734,-1.0000785709315114,
2020-07,Groningen,-0.7877491840866577,-2.0259525948999713,
2020-07,Limburg,-0.6142137315877765,-0.8479389518050018,
2020-07,Noord-Brabant,-0.41771912131590144,-1.3839435639455988,-0.1396333576433312
2020-07,Noord-Holland,-0.08954828243043808,-1.100054959922717,-0.29656658638880834
2020-07,Overijssel,-1.588914035010294,-1.670298518541471,-0.859409124886923
2020-07,Utrecht,-0.29818511139201426,-1.5338253343720463,-0.6118275503637993
2020-07,Zeeland,-1.434455331147737,,0.29305561483129844
2020-07,Zuid-Holland,0.2705915471005156,-1.3655341454439347,-0.08759680713015304
2020-08,Drenthe,-1.0818041780111975,,
2020-08,Flevoland,-1.2357400423333524,,
2020-08,Friesland,-1.576084869616674,-1.2580981317533342,
2020-08,Gelderland,0.14251125812847448,-0.07225627212151543,0.2890003280032448
2020-08,Groningen,-0.4512532545375279,-0.3148372214256671,0.8645056240505186
2020-08,Limburg,-0.33183606748575595,-0.3594779544303715,0.07334198425345773
2020-08,Noord-Brabant,-0.08117438805360004,0.005554238014762796,-0.19209535359411406
2020-08,Noord-Holland,0.3410390435130752,0.44571763880958787,-0.02355487653896139
2020-08,Overijssel,-1.159363225207935,-0.7588874072748338,-0.5107279271892919
2020-08,Utrecht,-0.0561595849320766,-0.22510620282236016,-0.2271366343857489
2020-08,Zeeland,-0.5541145356250154,,-0.45445520793539296
2020-08,Zuid-Holland,0.6575492162249282,0.14361876231101503,0.17868887618028365
2020-09,Drenthe,-1.1637098875663916,,-0.550019433669973
2020-09,Flevoland,-0.8826588263416845,,-0.1577303016282148
2020-09,Friesland,-1.2338325757580926,-1.101793729669033,-0.6935329554771255
2020-09,Gelderland,0.6540686734369813,0.17758236745263511,0.26182699077118315
2020-09,Groningen,0.07423730426527057,-0.16350444232133715,0.3509959832255852
2020-09,Limburg,0.3289957095399664,-0.07246619521429214,0.3576566604751363
2020-09,Noord-Brabant,0.4639672473463578,0.07325615151787561,-0.08801286027909386
2020-09,Noord-Holland,0.7615486563551346,0.13999669225916575,0.07266302640691402
2020-09,Overijssel,-0.8008628007706591,-0.614177657368994,-0.6754675188168323
2020-09,Utrecht,0.45544364199163573,-0.1195441935184734,
2020-09,Zeeland,-0.3832274166290385,,
2020-09,Zuid-Holland,1.0796022686274063,0.11904794835899703,
2020-10,Drenthe,-1.4333871955964648,,-0.14207007302680083
2020-10,Flevoland,-0.7773776305777393,,0.501204398789795
2020-10,Friesland,-1.3667739978407702,-2.0474051599742706,0.05029224057198069
2020-10,Gelderland,0.01586132799260821,-0.9253570683646012,0.5750141224879006
2020-10,Groningen,-0.1826288238562191,-1.3725447635159322,1.0491300913718051
2020-10,Limburg,-0.3155490895623248,-1.0259343677022734,-0.011887572786502638
2020-10,Noord-Brabant,0.05694361749773464,-0.8120708867839123,
2020-10,Noord-Holland,0.5990701337721761,-0.7392026230138544,
2020-10,Overijssel,-1.1028071250646359,-1.4273365843591208,
2020-10,Utrecht,0.15862918970151757,-1.1989397391404046,-0.12585113328461386
2020-10,Zeeland,-0.8279211125053715,,-0.6495996454002056
2020-10,Zuid-Holland,0.7686583810447064,-0.9585313930160454,0.17125404822004228
2020-11,Drenthe,-0.6274337783076381,,-1.6631727798795124
2020-11,Flevoland,0.08181753641329817,,-0.7504606390417157
2020-11,Friesland,-0.5380952369500484,-0.006265355319581863,-0.9904953690890068
2020-11,Gelderland,0.6974892048379256,1.1723642715166878,
