Identifier;Title;Description;MapYear;ReleasePolicy;Kind;ContainsGroups;ContainsCodes;CodesUrl;GroupsUrl
WijkenEnBuurten;Wijken en buurten;;2024;;GeoDetailDimension;True;True;WijkenEnBuurtenCodes.csv;WijkenEnBuurtenGroups.csv
