,Year_Month,Province,Average NO2 Value,Average PM2.5 Value,Average PM10 Value,area_km2,vehicles_tot
863,2020-12-01,Zuid-Holland,28,10.0,16.0,76.20741894751164,62190626
864,2021-01-01,Drenthe,9,,12.0,0.0,11755668
865,2021-01-01,Flevoland,13,,12.0,0.0,12550586
866,2021-01-01,Friesland,9,6.0,10.0,0.0,14990976
867,2021-01-01,Gelderland,20,12.0,17.0,1.1377879145111909,43979534
868,2021-01-01,Groningen,16,7.0,15.0,0.0,11936457
869,2021-01-01,Limburg,19,11.0,14.0,0.0320382586752518,23560147
870,2021-01-01,Noord-Brabant,20,11.0,15.0,0.0,57201144
871,2021-01-01,Noord-Holland,23,10.0,15.0,114.42858574801116,47438165
872,2021-01-01,Overijssel,11,10.0,13.0,0.0,25136738
873,2021-01-01,Utrecht,21,10.0,14.0,5.308661855618235,27202822
874,2021-01-01,Zeeland,13,,14.0,0.0,8732228
875,2021-01-01,Zuid-Holland,25,9.0,16.0,76.20741894751164,62190626
876,2021-02-01,Drenthe,10,,17.0,0.0,11755668
877,2021-02-01,Flevoland,12,,18.0,0.0,12550586
878,2021-02-01,Friesland,10,10.0,16.0,0.0,14990976
879,2021-02-01,Gelderland,20,13.0,23.0,1.1377879145111909,43979534
880,2021-02-01,Groningen,17,9.0,22.0,0.0,11936457
881,2021-02-01,Limburg,17,12.0,20.0,0.0320382586752518,23560147
882,2021-02-01,Noord-Brabant,20,12.0,21.0,0.0,57201144
883,2021-02-01,Noord-Holland,26,13.0,21.0,114.42858574801116,47438165
884,2021-02-01,Overijssel,12,11.0,19.0,0.0,25136738
885,2021-02-01,Utrecht,20,12.0,19.0,5.308661855618235,27202822
886,2021-02-01,Zeeland,17,,21.0,0.0,8732228
887,2021-02-01,Zuid-Holland,28,13.0,22.0,76.20741894751164,62190626
888,2021-03-01,Drenthe,7,,15.0,0.0,11755668
889,2021-03-01,Flevoland,10,,18.0,0.0,12550586
890,2021-03-01,Friesland,7,9.0,17.0,0.0,14990976
891,2021-03-01,Gelderland,20,14.0,24.0,1.1377879145111909,43979534
892,2021-03-01,Groningen,13,9.0,21.0,0.0,11936457
893,2021-03-01,Limburg,18,13.0,21.0,0.0320382586752518,23560147
894,2021-03-01,Noord-Brabant,19,13.0,22.0,0.0,57201144
895,2021-03-01,Noord-Holland,22,13.0,21.0,114.42858574801116,47438165
896,2021-03-01,Overijssel,8,10.0,19.0,0.0,25136738
897,2021-03-01,Utrecht,19,13.0,21.0,5.308661855618235,27202822
898,2021-03-01,Zeeland,15,,22.0,0.0,8732228
899,2021-03-01,Zuid-Holland,26,14.0,24.0,76.20741894751164,62190626
900,2021-04-01,Drenthe,6,,13.0,0.0,11755668
901,2021-04-01,Flevoland,8,,15.0,0.0,12550586
902,2021-04-01,Friesland,4,6.0,14.0,0.0,14990976
903,2021-04-01,Gelderland,17,9.0,19.0,1.1377879145111909,43979534
904,2021-04-01,Groningen,10,6.0,18.0,0.0,11936457
905,2021-04-01,Limburg,14,12.0,21.0,0.0320382586752518,23560147
906,2021-04-01,Noord-Brabant,15,9.0,18.0,0.0,57201144
907,2021-04-01,Noord-Holland,16,9.0,17.0,114.42858574801116,47438165
908,2021-04-01,Overijssel,5,7.0,16.0,0.0,25136738
909,2021-04-01,Utrecht,12,8.0,15.0,5.308661855618235,27202822
910,2021-04-01,Zeeland,13,,18.0,0.0,8732228
911,2021-04-01,Zuid-Holland,18,9.0,19.0,76.20741894751164,62190626
912,2021-05-01,Drenthe,5,,8.0,0.0,11755668
913,2021-05-01,Flevoland,7,,11.0,0.0,12550586
914,2021-05-01,Friesland,4,5.0,10.0,0.0,14990976
915,2021-05-01,Gelderland,14,7.0,14.0,1.1377879145111909,43979534
916,2021-05-01,Groningen,9,5.0,13.0,0.0,11936457
917,2021-05-01,Limburg,10,7.0,13.0,0.0320382586752518,23560147
918,2021-05-01,Noord-Brabant,13,7.0,13.0,0.0,57201144
919,2021-05-01,Noord-Holland,15,8.0,14.0,114.42858574801116,47438165
920,2021-05-01,Overijssel,5,4.0,10.0,0.0,25136738
921,2021-05-01,Utrecht,12,6.0,12.0,5.308661855618235,27202822
922,2021-05-01,Zeeland,9,,12.0,0.0,8732228
923,2021-05-01,Zuid-Holland,19,8.0,15.0,76.20741894751164,62190626
924,2021-06-01,Drenthe,7,,14.0,0.0,11755668
925,2021-06-01,Flevoland,6,,17.0,0.0,12550586
926,2021-06-01,Friesland,5,7.0,16.0,0.0,14990976
927,2021-06-01,Gelderland,15,10.0,20.0,1.1377879145111909,43979534
928,2021-06-01,Groningen,10,9.0,23.0,0.0,11936457
929,2021-06-01,Limburg,12,11.0,20.0,0.0320382586752518,23560147
930,2021-06-01,Noord-Brabant,15,11.0,18.0,0.0,57201144
931,2021-06-01,Noord-Holland,16,10.0,17.0,114.42858574801116,47438165
932,2021-06-01,Overijssel,6,9.0,16.0,0.0,25136738
933,2021-06-01,Utrecht,12,9.0,16.0,5.308661855618235,27202822
934,2021-06-01,Zeeland,12,,15.0,0.0,8732228
935,2021-06-01,Zuid-Holland,20,10.0,20.0,76.20741894751164,62190626
936,2021-07-01,Drenthe,4,,13.0,0.0,11755668
937,2021-07-01,Flevoland,5,,16.0,0.0,12550586
938,2021-07-01,Friesland,3,5.0,14.0,0.0,14990976
939,2021-07-01,Gelderland,12,9.0,18.0,1.1377879145111909,43979534
940,2021-07-01,Groningen,9,7.0,17.0,0.0,11936457
941,2021-07-01,Limburg,10,8.0,16.0,0.0320382586752518,23560147
942,2021-07-01,Noord-Brabant,12,8.0,15.0,0.0,57201144
943,2021-07-01,Noord-Holland,14,10.0,17.0,114.42858574801116,47438165
944,2021-07-01,Overijssel,5,6.0,15.0,0.0,25136738
945,2021-07-01,Utrecht,12,8.0,15.0,5.308661855618235,27202822
946,2021-07-01,Zeeland,8,,15.0,0.0,8732228
947,2021-07-01,Zuid-Holland,16,10.0,19.0,76.20741894751164,62190626
948,2021-08-01,Drenthe,4,,10.0,0.0,11755668
949,2021-08-01,Flevoland,5,,12.0,0.0,12550586
950,2021-08-01,Friesland,3,4.0,11.0,0.0,14990976
951,2021-08-01,Gelderland,12,6.0,14.0,1.1377879145111909,43979534
952,2021-08-01,Groningen,9,5.0,14.0,0.0,11936457
953,2021-08-01,Limburg,10,7.0,13.0,0.0320382586752518,23560147
954,2021-08-01,Noord-Brabant,12,7.0,13.0,0.0,57201144
955,2021-08-01,Noord-Holland,15,7.0,14.0,114.42858574801116,47438165
956,2021-08-01,Overijssel,5,5.0,11.0,0.0,25136738
957,2021-08-01,Utrecht,11,6.0,12.0,5.308661855618235,27202822
958,2021-08-01,Zeeland,7,,13.0,0.0,8732228
959,2021-08-01,Zuid-Holland,16,7.0,15.0,76.20741894751164,62190626
960,2021-09-01,Drenthe,6,,12.0,0.0,11755668
961,2021-09-01,Flevoland,9,,16.0,0.0,12550586
962,2021-09-01,Friesland,5,6.0,15.0,0.0,14990976
963,2021-09-01,Gelderland,18,10.0,18.0,1.1377879145111909,43979534
964,2021-09-01,Groningen,13,8.0,17.0,0.0,11936457
965,2021-09-01,Limburg,15,11.0,19.0,0.0320382586752518,23560147
966,2021-09-01,Noord-Brabant,17,11.0,18.0,0.0,57201144
967,2021-09-01,Noord-Holland,21,10.0,18.0,114.42858574801116,47438165
968,2021-09-01,Overijssel,8,7.0,15.0,0.0,25136738
969,2021-09-01,Utrecht,17,10.0,16.0,5.308661855618235,27202822
970,2021-09-01,Zeeland,13,,16.0,0.0,8732228
971,2021-09-01,Zuid-Holland,23,12.0,21.0,76.20741894751164,62190626
972,2021-10-01,Drenthe,8,,11.0,0.0,11755668
973,2021-10-01,Flevoland,10,,12.0,0.0,12550586
974,2021-10-01,Friesland,7,6.0,13.0,0.0,14990976
975,2021-10-01,Gelderland,18,9.0,15.0,1.1377879145111909,43979534
976,2021-10-01,Groningen,14,7.0,16.0,0.0,11936457
977,2021-10-01,Limburg,14,8.0,14.0,0.0320382586752518,23560147
978,2021-10-01,Noord-Brabant,18,10.0,15.0,0.0,57201144
979,2021-10-01,Noord-Holland,23,9.0,17.0,114.42858574801116,47438165
980,2021-10-01,Overijssel,9,7.0,12.0,0.0,25136738
981,2021-10-01,Utrecht,18,9.0,13.0,5.308661855618235,27202822
982,2021-10-01,Zeeland,11,,13.0,0.0,8732228
983,2021-10-01,Zuid-Holland,24,9.0,17.0,76.20741894751164,62190626
984,2021-11-01,Drenthe,11,,13.0,0.0,11755668
985,2021-11-01,Flevoland,15,,14.0,0.0,12550586
986,2021-11-01,Friesland,9,7.0,14.0,0.0,14990976
987,2021-11-01,Gelderland,26,14.0,19.0,1.1377879145111909,43979534
988,2021-11-01,Groningen,18,10.0,19.0,0.0,11936457
989,2021-11-01,Limburg,21,13.0,19.0,0.0320382586752518,23560147
990,2021-11-01,Noord-Brabant,24,14.0,19.0,0.0,57201144
991,2021-11-01,Noord-Holland,28,11.0,18.0,114.42858574801116,47438165
992,2021-11-01,Overijssel,12,11.0,17.0,0.0,25136738
993,2021-11-01,Utrecht,25,13.0,16.0,5.308661855618235,27202822
994,2021-11-01,Zeeland,14,,17.0,0.0,8732228
995,2021-11-01,Zuid-Holland,30,11.0,19.0,76.20741894751164,62190626
996,2021-12-01,Drenthe,12,,10.0,0.0,11755668
997,2021-12-01,Flevoland,15,,11.0,0.0,12550586
998,2021-12-01,Friesland,12,8.0,12.0,0.0,14990976
999,2021-12-01,Gelderland,21,10.0,16.0,1.1377879145111909,43979534
1000,2021-12-01,Groningen,20,8.0,19.0,0.0,11936457
1001,2021-12-01,Limburg,18,10.0,14.0,0.0320382586752518,23560147
1002,2021-12-01,Noord-Brabant,22,11.0,15.0,0.0,57201144
1003,2021-12-01,Noord-Holland,27,10.0,16.0,114.42858574801116,47438165
1004,2021-12-01,Overijssel,14,8.0,14.0,0.0,25136738
1005,2021-12-01,Utrecht,22,11.0,13.0,5.308661855618235,27202822
1006,2021-12-01,Zeeland,15,,15.0,0.0,8732228
1007,2021-12-01,Zuid-Holland,27,11.0,17.0,76.20741894751164,62190626
1008,2022-01-01,Drenthe,9,,14.0,0.0,11755668
1009,2022-01-01,Flevoland,13,,16.0,0.0,12550586
1010,2022-01-01,Friesland,9,8.0,17.0,0.0,14990976
1011,2022-01-01,Gelderland,21,14.0,22.0,1.1377879145111909,43979534
1012,2022-01-01,Groningen,14,9.0,23.0,0.0,11936457
1013,2022-01-01,Limburg,18,13.0,19.0,0.0320382586752518,23560147
1014,2022-01-01,Noord-Brabant,23,16.0,22.0,0.0,57201144
1015,2022-01-01,Noord-Holland,25,12.0,21.0,114.42858574801116,47438165
1016,2022-01-01,Overijssel,11,12.0,18.0,0.0,25136738
1017,2022-01-01,Utrecht,22,14.0,19.0,5.308661855618235,27202822
1018,2022-01-01,Zeeland,15,,21.0,0.0,8732228
1019,2022-01-01,Zuid-Holland,28,14.0,22.0,76.20741894751164,62190626
1020,2022-02-01,Drenthe,6,,11.0,0.0,11755668
1021,2022-02-01,Flevoland,9,,13.0,0.0,12550586
1022,2022-02-01,Friesland,6,6.0,14.0,0.0,14990976
1023,2022-02-01,Gelderland,15,8.0,16.0,1.1377879145111909,43979534
1024,2022-02-01,Groningen,11,6.0,19.0,0.0,11936457
1025,2022-02-01,Limburg,11,6.0,13.0,0.0320382586752518,23560147
1026,2022-02-01,Noord-Brabant,16,9.0,15.0,0.0,57201144
1027,2022-02-01,Noord-Holland,19,9.0,18.0,114.42858574801116,47438165
1028,2022-02-01,Overijssel,7,5.0,14.0,0.0,25136738
1029,2022-02-01,Utrecht,15,8.0,15.0,5.308661855618235,27202822
1030,2022-02-01,Zeeland,8,,14.0,0.0,8732228
1031,2022-02-01,Zuid-Holland,21,8.0,18.0,76.20741894751164,62190626
1032,2022-03-01,Drenthe,10,,21.0,0.0,11755668
1033,2022-03-01,Flevoland,10,,25.0,0.0,12550586
1034,2022-03-01,Friesland,10,16.0,26.0,0.0,14990976
1035,2022-03-01,Gelderland,23,17.0,29.0,1.1377879145111909,43979534
1036,2022-03-01,Groningen,17,17.0,30.0,0.0,11936457
1037,2022-03-01,Limburg,21,18.0,30.0,0.0320382586752518,23560147
1038,2022-03-01,Noord-Brabant,24,20.0,29.0,0.0,57201144
1039,2022-03-01,Noord-Holland,26,19.0,28.0,114.42858574801116,47438165
1040,2022-03-01,Overijssel,10,15.0,27.0,0.0,25136738
1041,2022-03-01,Utrecht,19,18.0,25.0,5.308661855618235,27202822
1042,2022-03-01,Zeeland,24,,31.0,0.0,8732228
1043,2022-03-01,Zuid-Holland,30,19.0,30.0,76.20741894751164,62190626
1044,2022-04-01,Drenthe,7,,11.0,0.0,11755668
1045,2022-04-01,Flevoland,8,,12.0,0.0,12550586
1046,2022-04-01,Friesland,6,8.0,13.0,0.0,14990976
1047,2022-04-01,Gelderland,15,9.0,16.0,1.1377879145111909,43979534
1048,2022-04-01,Groningen,10,7.0,15.0,0.0,11936457
1049,2022-04-01,Limburg,12,9.0,17.0,0.0320382586752518,23560147
1050,2022-04-01,Noord-Brabant,15,11.0,16.0,0.0,57201144
1051,2022-04-01,Noord-Holland,17,9.0,16.0,114.42858574801116,47438165
1052,2022-04-01,Overijssel,6,6.0,14.0,0.0,25136738
1053,2022-04-01,Utrecht,12,8.0,13.0,5.308661855618235,27202822
1054,2022-04-01,Zeeland,14,,17.0,0.0,8732228
1055,2022-04-01,Zuid-Holland,19,9.0,17.0,76.20741894751164,62190626
1056,2022-05-01,Drenthe,8,,15.0,0.0,11755668
1057,2022-05-01,Flevoland,8,,12.0,0.0,12550586
1058,2022-05-01,Friesland,6,7.0,17.0,0.0,14990976
1059,2022-05-01,Gelderland,14,9.0,19.0,1.1377879145111909,43979534
1060,2022-05-01,Groningen,11,7.0,19.0,0.0,11936457
1061,2022-05-01,Limburg,12,8.0,18.0,0.0320382586752518,23560147
1062,2022-05-01,Noord-Brabant,15,11.0,18.0,0.0,57201144
1063,2022-05-01,Noord-Holland,19,10.0,19.0,114.42858574801116,47438165
1064,2022-05-01,Overijssel,6,7.0,15.0,0.0,25136738
1065,2022-05-01,Utrecht,14,8.0,15.0,5.308661855618235,27202822
1066,2022-05-01,Zeeland,11,,15.0,0.0,8732228
1067,2022-05-01,Zuid-Holland,22,9.0,19.0,76.20741894751164,62190626
1068,2022-06-01,Drenthe,6,,11.0,0.0,11755668
1069,2022-06-01,Flevoland,6,,10.0,0.0,12550586
1070,2022-06-01,Friesland,4,6.0,13.0,0.0,14990976
1071,2022-06-01,Gelderland,13,7.0,16.0,1.1377879145111909,43979534
1072,2022-06-01,Groningen,10,6.0,15.0,0.0,11936457
1073,2022-06-01,Limburg,11,6.0,16.0,0.0320382586752518,23560147
1074,2022-06-01,Noord-Brabant,13,8.0,15.0,0.0,57201144
1075,2022-06-01,Noord-Holland,16,8.0,16.0,114.42858574801116,47438165
1076,2022-06-01,Overijssel,6,4.0,12.0,0.0,25136738
1077,2022-06-01,Utrecht,12,7.0,14.0,5.308661855618235,27202822
1078,2022-06-01,Zeeland,10,,15.0,0.0,8732228
1079,2022-06-01,Zuid-Holland,17,7.0,16.0,76.20741894751164,62190626
1080,2022-07-01,Drenthe,6,,10.0,0.0,11755668
1081,2022-07-01,Flevoland,6,,12.0,0.0,12550586
1082,2022-07-01,Friesland,3,3.0,12.0,0.0,14990976
1083,2022-07-01,Gelderland,14,6.0,15.0,1.1377879145111909,43979534
1084,2022-07-01,Groningen,9,5.0,13.0,0.0,11936457
1085,2022-07-01,Limburg,11,6.0,16.0,0.0320382586752518,23560147
1086,2022-07-01,Noord-Brabant,13,6.0,15.0,0.0,57201144
1087,2022-07-01,Noord-Holland,15,6.0,14.0,114.42858574801116,47438165
1088,2022-07-01,Overijssel,6,3.0,12.0,0.0,25136738
1089,2022-07-01,Utrecht,11,6.0,13.0,5.308661855618235,27202822
1090,2022-07-01,Zeeland,8,,14.0,0.0,8732228
1091,2022-07-01,Zuid-Holland,17,6.0,15.0,76.20741894751164,62190626
1092,2022-08-01,Drenthe,8,,14.0,0.0,11755668
1093,2022-08-01,Flevoland,7,,13.0,0.0,12550586
1094,2022-08-01,Friesland,5,4.0,14.0,0.0,14990976
1095,2022-08-01,Gelderland,16,7.0,18.0,1.1377879145111909,43979534
1096,2022-08-01,Groningen,10,7.0,16.0,0.0,11936457
1097,2022-08-01,Limburg,14,8.0,19.0,0.0320382586752518,23560147
1098,2022-08-01,Noord-Brabant,14,7.0,17.0,0.0,57201144
1099,2022-08-01,Noord-Holland,16,7.0,16.0,114.42858574801116,47438165
1100,2022-08-01,Overijssel,7,5.0,14.0,0.0,25136738
1101,2022-08-01,Utrecht,12,7.0,15.0,5.308661855618235,27202822
1102,2022-08-01,Zeeland,12,,16.0,0.0,8732228
1103,2022-08-01,Zuid-Holland,18,7.0,18.0,76.20741894751164,62190626
1104,2022-09-01,Drenthe,7,,11.0,0.0,11755668
1105,2022-09-01,Flevoland,8,,12.0,0.0,12550586
1106,2022-09-01,Friesland,5,4.0,12.0,0.0,14990976
1107,2022-09-01,Gelderland,17,6.0,15.0,1.1377879145111909,43979534
1108,2022-09-01,Groningen,13,7.0,16.0,0.0,11936457
1109,2022-09-01,Limburg,13,6.0,14.0,0.0320382586752518,23560147
1110,2022-09-01,Noord-Brabant,16,7.0,14.0,0.0,57201144
1111,2022-09-01,Noord-Holland,22,6.0,14.0,114.42858574801116,47438165
1112,2022-09-01,Overijssel,8,4.0,12.0,0.0,25136738
1113,2022-09-01,Utrecht,17,6.0,13.0,5.308661855618235,27202822
1114,2022-09-01,Zeeland,9,,14.0,0.0,8732228
1115,2022-09-01,Zuid-Holland,22,6.0,15.0,76.20741894751164,62190626
1116,2022-10-01,Drenthe,9,,13.0,0.0,11755668
1117,2022-10-01,Flevoland,12,,14.0,0.0,12550586
1118,2022-10-01,Friesland,9,5.0,15.0,0.0,14990976
1119,2022-10-01,Gelderland,18,8.0,18.0,1.1377879145111909,43979534
1120,2022-10-01,Groningen,14,7.0,20.0,0.0,11936457
1121,2022-10-01,Limburg,12,7.0,18.0,0.0320382586752518,23560147
1122,2022-10-01,Noord-Brabant,17,9.0,18.0,0.0,57201144
1123,2022-10-01,Noord-Holland,25,8.0,18.0,114.42858574801116,47438165
1124,2022-10-01,Overijssel,11,6.0,14.0,0.0,25136738
1125,2022-10-01,Utrecht,20,8.0,16.0,5.308661855618235,27202822
1126,2022-10-01,Zeeland,12,,18.0,0.0,8732228
1127,2022-10-01,Zuid-Holland,25,8.0,18.0,76.20741894751164,62190626
1128,2022-11-01,Drenthe,11,,12.0,0.0,11755668
1129,2022-11-01,Flevoland,12,,12.0,0.0,12550586
1130,2022-11-01,Friesland,10,7.0,12.0,0.0,14990976
1131,2022-11-01,Gelderland,17,9.0,16.0,1.1377879145111909,43979534
1132,2022-11-01,Groningen,15,8.0,19.0,0.0,11936457
1133,2022-11-01,Limburg,12,7.0,13.0,0.0320382586752518,23560147
1134,2022-11-01,Noord-Brabant,18,9.0,15.0,0.0,57201144
1135,2022-11-01,Noord-Holland,25,10.0,16.0,114.42858574801116,47438165
1136,2022-11-01,Overijssel,12,7.0,12.0,0.0,25136738
1137,2022-11-01,Utrecht,20,9.0,14.0,5.308661855618235,27202822
1138,2022-11-01,Zeeland,13,,15.0,0.0,8732228
1139,2022-11-01,Zuid-Holland,24,9.0,16.0,76.20741894751164,62190626
1140,2022-12-01,Drenthe,13,,17.0,0.0,11755668
1141,2022-12-01,Flevoland,16,,17.0,0.0,12550586
1142,2022-12-01,Friesland,12,10.0,15.0,0.0,14990976
1143,2022-12-01,Gelderland,20,15.0,23.0,1.1377879145111909,43979534
1144,2022-12-01,Groningen,19,12.0,23.0,0.0,11936457
1145,2022-12-01,Limburg,16,15.0,19.0,0.0320382586752518,23560147
1146,2022-12-01,Noord-Brabant,22,15.0,21.0,0.0,57201144
1147,2022-12-01,Noord-Holland,29,15.0,20.0,114.42858574801116,47438165
1148,2022-12-01,Overijssel,14,15.0,19.0,0.0,25136738
1149,2022-12-01,Utrecht,23,15.0,19.0,5.308661855618235,27202822
1150,2022-12-01,Zeeland,18,,21.0,0.0,8732228
1151,2022-12-01,Zuid-Holland,29,14.0,21.0,76.20741894751164,62190626
1152,2023-01-01,Drenthe,7,,10.0,0.0,11755668
1153,2023-01-01,Flevoland,9,,12.0,0.0,12550586
1154,2023-01-01,Friesland,6,4.0,12.0,0.0,14990976
1155,2023-01-01,Gelderland,14,9.0,16.0,1.1377879145111909,43979534
1156,2023-01-01,Groningen,12,6.0,17.0,0.0,11936457
1157,2023-01-01,Limburg,12,10.0,14.0,0.0320382586752518,23560147
1158,2023-01-01,Noord-Brabant,16,11.0,15.0,0.0,57201144
1159,2023-01-01,Noord-Holland,19,9.0,16.0,114.42858574801116,47438165
1160,2023-01-01,Overijssel,8,9.0,13.0,0.0,25136738
1161,2023-01-01,Utrecht,15,9.0,14.0,5.308661855618235,27202822
1162,2023-01-01,Zeeland,10,,16.0,0.0,8732228
1163,2023-01-01,Zuid-Holland,20,9.0,17.0,76.20741894751164,62190626
1164,2023-02-01,Drenthe,10,,16.0,0.0,11755668
1165,2023-02-01,Flevoland,13,,19.0,0.0,12550586
1166,2023-02-01,Friesland,9,7.0,18.0,0.0,14990976
1167,2023-02-01,Gelderland,21,13.0,24.0,1.1377879145111909,43979534
1168,2023-02-01,Groningen,16,10.0,26.0,0.0,11936457
1169,2023-02-01,Limburg,16,13.0,20.0,0.0320382586752518,23560147
1170,2023-02-01,Noord-Brabant,21,16.0,23.0,0.0,57201144
1171,2023-02-01,Noord-Holland,27,14.0,23.0,114.42858574801116,47438165
1172,2023-02-01,Overijssel,13,13.0,21.0,0.0,25136738
1173,2023-02-01,Utrecht,22,13.0,21.0,5.308661855618235,27202822
1174,2023-02-01,Zeeland,16,,23.0,0.0,8732228
1175,2023-02-01,Zuid-Holland,30,14.0,24.0,76.20741894751164,62190626
1176,2023-03-01,Drenthe,6,,9.0,0.0,11755668
1177,2023-03-01,Flevoland,7,,11.0,0.0,12550586
1178,2023-03-01,Friesland,5,4.0,13.0,0.0,14990976
1179,2023-03-01,Gelderland,13,7.0,14.0,1.1377879145111909,43979534
1180,2023-03-01,Groningen,12,5.0,17.0,0.0,11936457
1181,2023-03-01,Limburg,11,7.0,13.0,0.0320382586752518,23560147
1182,2023-03-01,Noord-Brabant,15,7.0,13.0,0.0,57201144
1183,2023-03-01,Noord-Holland,19,8.0,15.0,114.42858574801116,47438165
1184,2023-03-01,Overijssel,7,5.0,12.0,0.0,25136738
1185,2023-03-01,Utrecht,14,7.0,13.0,5.308661855618235,27202822
1186,2023-03-01,Zeeland,9,,14.0,0.0,8732228
1187,2023-03-01,Zuid-Holland,20,7.0,15.0,76.20741894751164,62190626
1188,2023-04-01,Drenthe,6,,15.0,0.0,11755668
1189,2023-04-01,Flevoland,5,,12.0,0.0,12550586
1190,2023-04-01,Friesland,5,8.0,14.0,0.0,14990976
1191,2023-04-01,Gelderland,13,8.0,15.0,1.1377879145111909,43979534
1192,2023-04-01,Groningen,10,8.0,19.0,0.0,11936457
1193,2023-04-01,Limburg,10,8.0,14.0,0.0320382586752518,23560147
1194,2023-04-01,Noord-Brabant,13,9.0,15.0,0.0,57201144
1195,2023-04-01,Noord-Holland,16,10.0,16.0,114.42858574801116,47438165
1196,2023-04-01,Overijssel,6,8.0,14.0,0.0,25136738
1197,2023-04-01,Utrecht,11,9.0,13.0,5.308661855618235,27202822
1198,2023-04-01,Zeeland,10,,17.0,0.0,8732228
1199,2023-04-01,Zuid-Holland,17,10.0,17.0,76.20741894751164,62190626
1200,2023-05-01,Drenthe,6,,16.0,0.0,11755668
1201,2023-05-01,Flevoland,5,,14.0,0.0,12550586
1202,2023-05-01,Friesland,3,5.0,15.0,0.0,14990976
1203,2023-05-01,Gelderland,12,9.0,19.0,1.1377879145111909,43979534
1204,2023-05-01,Groningen,8,6.0,20.0,0.0,11936457
1205,2023-05-01,Limburg,10,8.0,20.0,0.0320382586752518,23560147
1206,2023-05-01,Noord-Brabant,12,9.0,18.0,0.0,57201144
1207,2023-05-01,Noord-Holland,14,9.0,18.0,114.42858574801116,47438165
1208,2023-05-01,Overijssel,5,7.0,16.0,0.0,25136738
1209,2023-05-01,Utrecht,9,8.0,17.0,5.308661855618235,27202822
1210,2023-05-01,Zeeland,11,,23.0,0.0,8732228
1211,2023-05-01,Zuid-Holland,15,9.0,19.0,76.20741894751164,62190626
1212,2023-06-01,Drenthe,9,,17.0,0.0,11755668
1213,2023-06-01,Flevoland,7,,15.0,0.0,12550586
1214,2023-06-01,Friesland,4,4.0,15.0,0.0,14990976
1215,2023-06-01,Gelderland,14,8.0,19.0,1.1377879145111909,43979534
1216,2023-06-01,Groningen,9,5.0,20.0,0.0,11936457
1217,2023-06-01,Limburg,11,9.0,22.0,0.0320382586752518,23560147
1218,2023-06-01,Noord-Brabant,12,8.0,18.0,0.0,57201144
1219,2023-06-01,Noord-Holland,14,8.0,18.0,114.42858574801116,47438165
1220,2023-06-01,Overijssel,7,7.0,17.0,0.0,25136738
1221,2023-06-01,Utrecht,10,8.0,17.0,5.308661855618235,27202822
1222,2023-06-01,Zeeland,12,,19.0,0.0,8732228
1223,2023-06-01,Zuid-Holland,16,8.0,19.0,76.20741894751164,62190626
1224,2023-07-01,Drenthe,6,,10.0,0.0,11755668
1225,2023-07-01,Flevoland,6,,11.0,0.0,12550586
1226,2023-07-01,Friesland,4,3.0,11.0,0.0,14990976
1227,2023-07-01,Gelderland,12,5.0,13.0,1.1377879145111909,43979534
1228,2023-07-01,Groningen,9,3.0,14.0,0.0,11936457
1229,2023-07-01,Limburg,8,5.0,14.0,0.0320382586752518,23560147
1230,2023-07-01,Noord-Brabant,11,6.0,13.0,0.0,57201144
1231,2023-07-01,Noord-Holland,13,5.0,14.0,114.42858574801116,47438165
1232,2023-07-01,Overijssel,7,4.0,12.0,0.0,25136738
1233,2023-07-01,Utrecht,11,6.0,12.0,5.308661855618235,27202822
1234,2023-07-01,Zeeland,6,,13.0,0.0,8732228
1235,2023-07-01,Zuid-Holland,14,5.0,14.0,76.20741894751164,62190626
1236,2023-08-01,Drenthe,5,,9.0,0.0,11755668
1237,2023-08-01,Flevoland,6,,11.0,0.0,12550586
1238,2023-08-01,Friesland,4,5.0,12.0,0.0,14990976
1239,2023-08-01,Gelderland,12,6.0,13.0,1.1377879145111909,43979534
1240,2023-08-01,Groningen,9,4.0,14.0,0.0,11936457
1241,2023-08-01,Limburg,9,5.0,14.0,0.0320382586752518,23560147
1242,2023-08-01,Noord-Brabant,12,6.0,12.0,0.0,57201144
1243,2023-08-01,Noord-Holland,15,5.0,12.0,114.42858574801116,47438165
1244,2023-08-01,Overijssel,6,5.0,11.0,0.0,25136738
1245,2023-08-01,Utrecht,13,6.0,12.0,5.308661855618235,27202822
1246,2023-08-01,Zeeland,7,,12.0,0.0,8732228
1247,2023-08-01,Zuid-Holland,16,5.0,13.0,76.20741894751164,62190626
1248,2023-09-01,Drenthe,8,,14.0,0.0,11755668
1249,2023-09-01,Flevoland,7,,15.0,0.0,12550586
1250,2023-09-01,Friesland,6,8.0,15.0,0.0,14990976
1251,2023-09-01,Gelderland,17,9.0,17.0,1.1377879145111909,43979534
1252,2023-09-01,Groningen,13,8.0,18.0,0.0,11936457
1253,2023-09-01,Limburg,11,7.0,17.0,0.0320382586752518,23560147
1254,2023-09-01,Noord-Brabant,16,10.0,17.0,0.0,57201144
1255,2023-09-01,Noord-Holland,22,10.0,19.0,114.42858574801116,47438165
1256,2023-09-01,Overijssel,8,8.0,16.0,0.0,25136738
1257,2023-09-01,Utrecht,16,10.0,17.0,5.308661855618235,27202822
1258,2023-09-01,Zeeland,13,,17.0,0.0,8732228
